Count,Message,Traceback,Nodes
56,"<_InactiveRpcError of RPC that terminated with:
	status = StatusCode.NOT_FOUND
	details = ""Term 'loadtest-15-1771962133-6227' not found""
	debug_error_string = ""UNKNOWN:Error received from peer ipv6:%5B::1%5D:50051 {grpc_message:""Term \'loadtest-15-1771962133-6227\' not found"", grpc_status:5}""
>","  File ""C:\Users\dansa\AppData\Local\Programs\Python\Python314\Lib\site-packages\locust\user\task.py"", line 362, in run
    self.execute_next_task()
    ~~~~~~~~~~~~~~~~~~~~~~^^
  File ""C:\Users\dansa\AppData\Local\Programs\Python\Python314\Lib\site-packages\locust\user\task.py"", line 395, in execute_next_task
    self.execute_task(self._task_queue.popleft())
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\dansa\AppData\Local\Programs\Python\Python314\Lib\site-packages\locust\user\task.py"", line 512, in execute_task
    task(self.user)
    ~~~~^^^^^^^^^^^
  File ""C:\Users\dansa\OneDrive\Documents\GitHub\python_task4\loadtests\locustfile.py"", line 90, in get_term_by_name
    self.grpc_client.GetTermByName(TermName(name=name))
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\dansa\OneDrive\Documents\GitHub\python_task4\loadtests\locustfile.py"", line 27, in wrapper
    result = method(*args, **kwargs)
  File ""C:\Users\dansa\AppData\Local\Programs\Python\Python314\Lib\site-packages\grpc\_channel.py"", line 1159, in __call__
    return _end_unary_response_blocking(state, call, False, None)
  File ""C:\Users\dansa\AppData\Local\Programs\Python\Python314\Lib\site-packages\grpc\_channel.py"", line 990, in _end_unary_response_blocking
    raise _InactiveRpcError(state)  # pytype: disable=not-instantiable
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",local
